,선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,WPA,생일
1240,정민규21한3B,6,17,16,1,2,1,0,0,3,0,0,0,1,0,0,6,1,0,0,.125,.177,.188,.364,.178,-7.8,-0.16,-0.21,2003-01-10
1241,이현석22SC,9,15,15,0,2,0,0,0,2,1,0,0,0,0,0,5,1,0,0,.133,.133,.133,.267,.126,-37.8,-0.16,-0.31,1992-06-07
1242,이호연22롯3B,88,222,205,20,50,10,1,2,68,16,3,1,11,2,1,38,5,4,0,.244,.289,.332,.621,.283,67.7,-0.16,-1.79,1995-06-03
1243,장운호20한RF,24,29,27,5,4,1,0,1,8,4,0,0,2,0,0,9,0,0,0,.148,.207,.296,.503,.228,24.0,-0.16,0.06,1994-02-20
1244,송성문19키3B,103,335,308,33,70,12,5,3,101,34,2,1,19,0,0,53,7,4,4,.227,.269,.328,.597,.272,57.6,-0.16,-1.76,1996-08-29
1245,백창수19한LF,16,48,44,4,10,3,0,0,13,3,0,0,0,2,0,18,1,2,0,.227,.261,.295,.556,.251,46.8,-0.17,-0.38,1988-05-09
1246,김지수20한LF,14,26,25,2,4,0,0,1,7,4,0,0,1,0,0,7,0,0,0,.160,.192,.280,.472,.213,14.6,-0.17,-0.15,1996-10-29
1247,고명성19KSS,30,18,16,4,2,0,0,0,2,0,0,0,2,0,0,7,1,0,0,.125,.222,.125,.347,.185,-1.3,-0.17,-0.19,1999-04-16
1248,김민수21N,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.17,-0.06,1998-07-16
1249,박한결20한SS,13,24,20,5,3,0,0,0,3,1,0,0,2,0,0,8,2,2,0,.150,.227,.150,.377,.179,-7.3,-0.17,-0.44,1994-12-24
1250,서호철22N2B,89,214,195,26,40,8,0,2,54,14,3,1,12,4,0,41,6,3,0,.205,.265,.277,.542,.255,52.0,-0.17,-1.68,1996-10-16
1251,이홍구20SKC,49,96,84,5,16,2,0,3,27,8,0,0,6,3,0,26,3,2,1,.190,.266,.321,.587,.266,47.1,-0.17,-0.55,1990-12-11
1252,송호정21한SS,10,11,10,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,.000,.091,.000,.091,.067,-82.3,-0.17,-0.16,2002-03-10
1253,강로한21롯CF,21,35,33,7,4,0,0,2,10,4,0,0,2,0,0,18,0,0,0,.121,.171,.303,.475,.215,15.3,-0.17,0.06,1992-05-13
1254,박정음21키LF,69,17,13,19,0,0,0,0,0,1,4,2,2,1,0,3,1,0,1,.000,.177,.000,.177,.132,-38.8,-0.17,-0.24,1989-04-15
1255,김병희20K3B,29,22,21,4,3,0,0,1,6,2,0,0,0,0,0,7,0,0,1,.143,.136,.286,.422,.175,-10.9,-0.18,-0.19,1990-12-06
1256,최영진22삼3B,43,91,80,5,15,4,0,2,25,10,2,2,8,2,0,20,2,1,0,.188,.278,.313,.590,.276,64.3,-0.18,-0.05,1988-05-10
1257,김용의19L1B,114,210,179,35,39,5,3,0,50,17,8,3,24,2,1,38,1,4,1,.218,.316,.279,.595,.282,65.1,-0.18,-0.35,1985-08-20
1258,김규남21SLF,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.18,-0.13,1995-05-12
1259,최준우20S2B,66,207,182,23,43,4,0,3,56,14,1,1,19,0,0,28,3,5,1,.236,.307,.308,.615,.285,60.3,-0.18,-0.59,1999-03-25
1260,민병헌21롯CF,14,49,42,5,8,3,0,0,11,2,0,1,6,0,0,11,2,1,0,.190,.292,.262,.554,.269,50.2,-0.18,-0.20,1987-03-10
1261,강승호19S2B,15,42,39,5,6,0,0,2,12,5,0,0,2,0,0,18,1,1,0,.154,.195,.308,.503,.223,19.7,-0.18,-0.38,1994-02-09
1262,이진영22한RF,70,240,220,27,44,12,1,8,82,31,2,2,17,0,0,90,4,0,3,.200,.254,.373,.627,.283,71.1,-0.18,-1.90,1997-07-21
1263,박준영20NSS,32,51,46,4,7,4,0,0,11,3,1,0,2,3,0,17,2,0,0,.152,.235,.239,.474,.230,24.6,-0.18,-0.25,1997-08-05
1264,이주형21L1B,13,19,16,3,2,0,0,0,2,0,2,1,1,1,0,7,0,1,0,.125,.222,.125,.347,.180,-6.5,-0.18,-0.50,2001-04-02
1265,안중열19롯C,73,145,136,10,26,6,1,2,40,4,0,1,6,2,0,41,2,1,0,.191,.236,.294,.530,.246,40.6,-0.19,-1.69,1995-09-01
1266,신성현22두LF,17,25,23,3,2,0,0,1,5,2,1,0,2,0,0,5,2,0,0,.087,.160,.217,.377,.178,4.4,-0.19,-0.21,1990-10-19
1267,이창진21KCF,105,293,249,35,52,8,1,3,71,33,5,0,36,1,0,54,10,4,3,.209,.308,.285,.593,.287,63.8,-0.19,-1.06,1991-03-04
1268,송광민20한3B,94,298,277,31,65,12,0,9,104,43,0,0,14,3,1,69,17,1,3,.235,.276,.375,.652,.291,66.5,-0.19,-1.29,1983-06-24
1269,이흥련22SC,22,55,45,4,6,2,0,0,8,1,0,0,5,2,0,22,2,3,0,.133,.250,.178,.428,.209,18.1,-0.19,-0.48,1989-05-16
1270,신용수19롯SS,17,20,20,4,2,0,0,1,5,2,0,0,0,0,0,4,0,0,0,.100,.100,.250,.350,.151,-25.6,-0.19,-0.24,1996-01-05
1271,김영환19K,13,15,14,1,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,.071,.133,.071,.205,.111,-51.5,-0.19,-0.39,1993-01-31
1272,김재현20SLF,8,14,14,3,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,.143,.143,.143,.286,.135,-37.6,-0.19,-0.06,1987-11-07
1273,이상호19N2B,102,256,234,30,65,7,0,0,72,12,10,5,9,2,0,22,10,8,3,.278,.307,.308,.614,.281,63.9,-0.19,-1.34,1989-02-05
1274,이진영19KRF,11,15,15,1,2,0,0,0,2,2,0,0,0,0,0,4,0,0,0,.133,.133,.133,.267,.126,-42.1,-0.19,-0.14,1997-07-21
1275,크론22S1B,67,259,243,21,54,13,1,11,102,35,0,0,9,3,0,68,3,0,4,.222,.255,.420,.675,.300,78.7,-0.20,-0.75,1993-02-17
1276,송우현20키RF,14,15,12,3,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,.000,.200,.000,.200,.149,-28.5,-0.20,-0.16,1996-12-27
1277,이주찬21롯2B,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,.000,.000,.000,.000,.000,-126.4,-0.20,-0.09,1998-09-21
1278,홍성호22두RF,12,19,18,3,3,0,0,0,3,0,0,0,1,0,0,7,1,0,0,.167,.211,.167,.377,.187,3.4,-0.20,-0.28,1997-07-15
1279,강태율21롯C,19,31,26,1,2,1,0,1,6,5,0,1,4,0,0,10,1,0,1,.077,.194,.231,.424,.204,7.9,-0.20,-0.52,1996-11-01
1280,박석민22N3B,16,58,47,3,7,2,0,0,9,2,0,0,9,1,0,8,3,1,0,.149,.298,.191,.490,.251,48.2,-0.20,-0.32,1985-06-22
1281,장운호19한RF,7,12,10,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,.100,.182,.100,.282,.139,-31.9,-0.20,-0.04,1994-02-20
1282,문선재20KRF,15,6,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.167,.167,.167,.333,.157,-24.3,-0.20,-0.06,1990-05-20
1283,김성윤21삼CF,30,19,18,7,3,0,0,0,3,2,0,1,0,0,0,5,0,0,1,.167,.158,.167,.325,.151,-25.2,-0.21,-0.38,1999-02-02
1284,나승엽21롯1B,60,128,113,16,23,2,0,2,31,10,1,0,14,0,0,33,1,0,1,.204,.289,.274,.563,.276,55.7,-0.21,-0.56,2002-02-15
1285,이택근20키LF,20,64,57,5,11,5,0,0,16,7,0,0,7,0,0,21,1,0,0,.193,.281,.281,.562,.269,51.6,-0.21,-0.11,1980-07-10
1286,한승택22KC,65,119,102,11,18,2,0,1,23,11,0,0,9,3,0,30,2,4,1,.176,.261,.225,.486,.232,34.7,-0.21,-0.82,1994-06-21
1287,백승민19삼1B,19,45,42,4,10,1,0,0,11,4,0,0,2,0,0,12,2,0,1,.238,.267,.262,.529,.250,44.1,-0.21,-0.31,1990-07-09
1288,채현우20SLF,16,24,23,2,3,1,0,0,4,0,3,0,1,0,0,8,2,0,0,.130,.167,.174,.341,.163,-18.7,-0.21,-0.13,1995-11-21
1289,박준태19KRF,38,47,41,13,7,3,0,0,10,4,1,1,4,0,0,15,1,0,2,.171,.234,.244,.478,.226,26.0,-0.21,-0.58,1991-07-26
1290,서호철20N3B,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.21,-0.05,1996-10-16
1291,장진혁20한RF,19,37,32,2,5,0,1,0,7,1,2,1,5,0,0,6,0,0,0,.156,.270,.219,.489,.244,36.7,-0.21,-0.21,1993-09-30
1292,강상원21한CF,35,49,37,7,4,0,0,0,4,2,3,0,9,1,0,11,0,2,0,.108,.298,.108,.406,.229,26.0,-0.21,-0.23,1997-05-05
1293,김경호20SLF,56,110,105,17,30,3,1,0,35,9,1,4,3,0,0,16,2,1,1,.286,.303,.333,.636,.292,67.2,-0.21,-0.88,1995-07-31
1294,안주형22삼2B,18,23,20,2,3,0,0,0,3,2,0,0,1,0,0,6,0,1,1,.150,.182,.150,.332,.154,-18.2,-0.21,-0.25,1993-08-14
1295,강경학21한K2B,26,39,33,3,5,0,0,0,5,1,1,0,5,1,0,13,0,0,0,.152,.282,.152,.434,.237,31.3,-0.21,-0.40,1992-08-11
1296,김경호19두CF,32,27,26,4,5,1,0,0,6,2,0,0,0,0,0,7,0,1,0,.192,.192,.231,.423,.189,1.4,-0.22,-0.44,1995-07-31
1297,추재현20롯CF,13,28,24,3,3,0,0,0,3,0,0,0,4,0,0,8,0,0,0,.125,.250,.125,.375,.206,9.1,-0.22,-0.30,1999-02-22
1298,배성근20롯SS,4,7,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.22,-0.18,1995-04-27
1299,박준태22키RF,52,84,70,9,11,4,0,1,18,10,0,0,11,2,0,33,0,1,0,.157,.289,.257,.546,.267,61.5,-0.22,-0.55,1991-07-26
1300,박민21KSS,18,38,35,3,6,1,0,0,7,3,0,1,2,1,0,10,1,0,0,.171,.237,.200,.437,.220,18.8,-0.22,-0.41,2001-06-05
1301,김성표22삼CF,17,18,17,5,2,0,0,0,2,0,2,0,1,0,0,5,0,0,0,.118,.167,.118,.284,.145,-24.7,-0.22,-0.21,1994-03-17
1302,임지열21키LF,19,30,25,5,3,0,0,0,3,0,0,1,4,1,0,10,1,0,0,.120,.267,.120,.387,.220,19.8,-0.22,-0.14,1995-08-22
1303,김태훈21KRF,44,91,87,6,20,4,1,1,29,6,1,0,2,1,0,19,1,1,0,.230,.256,.333,.589,.271,52.0,-0.22,0.21,1996-03-31
1304,정보근19롯C,15,35,32,3,4,0,0,0,4,1,0,0,2,1,0,10,2,0,0,.125,.200,.125,.325,.171,-9.9,-0.22,-0.45,1999-08-31
1305,이우성20KLF,48,67,59,5,12,1,0,0,13,3,1,0,6,2,0,11,2,0,0,.203,.299,.220,.519,.262,45.2,-0.22,-0.31,1994-07-17
1306,김대한19두CF,19,18,15,4,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,.000,.167,.000,.167,.120,-43.4,-0.22,-0.19,2000-12-06
1307,정진기20SRF,50,140,126,14,30,2,2,2,42,15,7,1,7,1,1,34,2,4,2,.238,.279,.333,.613,.270,51.2,-0.22,-0.03,1992-10-10
1308,이성우21LC,36,39,33,0,7,0,0,0,7,2,0,0,1,0,0,8,1,5,0,.212,.235,.212,.447,.191,-0.1,-0.23,-0.29,1981-09-01
1309,김창평19S2B,18,53,45,4,8,2,0,0,10,3,0,0,4,1,0,11,1,3,0,.178,.260,.222,.482,.225,27.3,-0.23,-0.49,2000-06-14
1310,김호은21L,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.23,-0.27,1992-01-03
1311,김응민20삼C,45,85,76,7,17,1,0,0,18,5,0,0,5,1,0,22,1,3,0,.224,.281,.237,.517,.245,35.6,-0.23,0.05,1991-10-22
1312,김재성21LC,58,73,65,6,9,2,1,1,16,3,1,0,5,1,0,13,2,1,1,.138,.208,.246,.455,.214,18.1,-0.23,-0.74,1996-10-30
1313,백승현19L3B,14,30,30,1,5,1,0,0,6,0,1,0,0,0,0,10,1,0,0,.167,.167,.200,.367,.170,-11.5,-0.23,-0.59,1995-05-26
1314,천재환22NCF,29,36,35,4,5,1,0,1,9,1,1,0,0,1,0,11,1,0,0,.143,.167,.257,.424,.194,9.2,-0.23,-0.80,1994-04-01
1315,최정용21K2B,53,65,52,7,10,1,0,0,11,2,2,0,9,0,0,16,1,3,1,.192,.307,.212,.518,.255,42.0,-0.23,-0.66,1996-10-24
1316,송민섭20KRF,114,51,41,21,8,1,1,1,14,5,4,3,5,1,0,13,0,3,1,.195,.292,.341,.633,.274,54.1,-0.24,-0.06,1991-08-02
1317,서예일22두2B,35,27,25,2,4,1,0,0,5,2,0,0,1,0,0,6,1,1,0,.160,.192,.200,.392,.180,0.6,-0.24,-0.20,1993-06-19
1318,나지완21KLF,31,102,81,3,13,1,0,0,14,7,0,0,14,6,0,29,3,0,1,.160,.324,.173,.496,.272,53.2,-0.24,-0.12,1985-05-19
1319,김동한20롯3B,82,73,68,23,15,5,0,0,20,5,10,4,5,0,0,8,2,0,0,.221,.274,.294,.568,.268,47.6,-0.24,-0.64,1988-06-24
1320,원혁재22한LF,11,23,21,2,2,1,0,0,3,0,0,0,2,0,0,12,0,0,0,.095,.174,.143,.317,.161,-13.2,-0.25,-0.30,1995-01-29
1321,윤정빈22삼,13,10,10,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.25,-0.11,1999-06-24
1322,이해창22한C,4,11,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,.000,.000,.000,.000,.000,-124.0,-0.25,-0.23,1987-05-11
1323,루이즈22L3B,27,94,84,10,13,4,1,1,22,6,1,0,9,0,0,13,5,0,1,.155,.234,.262,.496,.235,39.5,-0.25,-0.90,1994-05-22
1324,천성호20K2B,66,77,69,9,14,3,0,0,17,1,1,1,7,1,0,15,0,0,0,.203,.286,.246,.532,.261,44.2,-0.25,-0.41,1997-10-30
1325,김규성22K2B,70,52,50,14,9,0,1,1,14,4,0,0,1,0,0,12,0,1,0,.180,.196,.280,.476,.213,22.3,-0.25,-0.58,1997-03-08
1326,정훈22롯1B,91,340,294,39,72,8,0,3,89,32,4,1,32,2,0,66,6,6,6,.245,.317,.303,.620,.290,73.4,-0.25,-0.68,1987-07-18
1327,최경모19S2B,17,16,16,2,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,.063,.063,.125,.188,.082,-69.6,-0.25,-0.05,1996-06-17
1328,신준우21키SS,56,51,42,7,7,3,0,0,10,4,0,1,4,3,0,21,1,1,1,.167,.280,.238,.518,.256,42.9,-0.25,-0.20,2001-06-21
1329,김태훈22K1B,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.26,-0.27,1996-03-31
1330,이성규22삼DH,13,34,27,5,2,0,0,0,2,1,0,0,5,2,0,8,1,0,0,.074,.265,.074,.339,.205,17.8,-0.26,-0.14,1993-08-03
1331,강진성22두1B,40,94,80,7,13,2,0,1,18,8,4,0,11,2,1,20,2,1,0,.163,.280,.225,.505,.245,46.2,-0.26,-0.49,1993-10-19
1332,김현민21한DH,5,12,12,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,.083,.083,.083,.167,.080,-72.6,-0.26,-0.15,2000-02-23
1333,노태형20한2B,55,113,102,14,22,4,1,0,28,6,0,1,7,3,0,31,0,1,0,.216,.286,.275,.560,.267,51.6,-0.27,-0.28,1995-02-08
1334,문규현19롯3B,40,72,64,7,16,2,0,0,18,10,0,0,3,0,0,10,1,2,3,.250,.271,.281,.553,.250,43.9,-0.27,-0.50,1983-07-05
1335,손주인19삼1B,20,35,31,2,6,0,0,1,9,4,0,1,2,0,0,6,3,2,0,.194,.242,.290,.533,.235,31.3,-0.27,-0.30,1983-12-01
1336,오재원22두2B,18,31,29,2,5,2,0,0,7,4,1,2,1,0,0,9,1,0,1,.172,.194,.241,.435,.199,14.8,-0.27,0.18,1985-02-09
1337,배정대19KCF,66,84,74,15,15,4,0,0,19,6,0,2,7,1,0,23,2,2,0,.203,.281,.257,.537,.256,46.7,-0.27,-0.70,1995-06-12
1338,이성열21한DH,46,140,119,15,25,8,0,2,39,20,1,0,18,1,0,36,2,0,2,.210,.314,.328,.642,.308,79.0,-0.27,0.32,1984-07-13
1339,백동훈19두RF,41,52,47,8,8,2,0,0,10,2,0,1,3,2,0,16,0,0,0,.170,.250,.213,.463,.230,30.7,-0.27,-0.39,1990-09-16
1340,김도환21삼C,25,46,41,1,6,2,0,0,8,1,0,1,2,2,0,20,0,1,0,.146,.222,.195,.417,.206,11.9,-0.28,-0.32,2000-04-14
1341,임종찬22한RF,20,57,53,2,10,1,0,2,17,6,0,1,3,0,1,23,1,0,1,.189,.228,.321,.549,.241,41.6,-0.28,-0.12,2001-09-28
1342,김호재22삼2B,21,29,28,1,4,1,0,0,5,1,0,0,1,0,0,9,1,0,0,.143,.172,.179,.351,.168,-8.6,-0.28,-0.43,1995-05-31
1343,구본혁21LSS,123,45,38,10,5,2,0,0,7,3,0,0,3,1,0,7,0,1,2,.132,.205,.184,.389,.189,0.9,-0.28,-0.19,1997-01-11
1344,김동엽21삼LF,69,203,185,20,44,9,0,4,65,24,2,1,10,4,0,42,2,0,4,.238,.286,.351,.637,.297,70.2,-0.28,-0.53,1990-07-24
1345,유장혁19한LF,38,61,55,10,9,1,0,1,13,4,3,0,5,0,0,17,0,0,1,.164,.230,.236,.466,.223,27.0,-0.28,-0.38,2000-05-30
1346,구본혁19L3B,57,95,85,10,15,1,0,1,19,6,2,1,6,2,0,17,0,1,1,.176,.245,.224,.468,.226,29.0,-0.28,-0.53,1997-01-11
1347,김규성21KSS,54,41,36,8,5,1,0,0,6,2,0,1,5,0,0,17,0,0,0,.139,.244,.167,.411,.216,15.5,-0.28,-0.50,1997-03-08
1348,안상현19S2B,65,108,102,14,24,3,0,0,27,5,7,3,4,0,0,28,3,1,1,.235,.262,.265,.526,.247,42.0,-0.29,-0.12,1997-01-27
1349,이원석22한CF,20,39,35,4,4,0,0,1,7,1,0,0,3,0,0,18,1,1,0,.114,.184,.200,.384,.181,0.4,-0.29,-0.52,1999-03-31
1350,이주형22키DH,32,85,71,7,12,0,0,1,15,8,0,0,10,3,0,27,0,0,1,.169,.294,.211,.505,.257,55.7,-0.29,-0.39,2002-07-05
1351,장영석20K3B,11,37,31,1,4,0,0,0,4,2,0,0,4,1,0,7,3,0,1,.129,.243,.129,.372,.202,5.5,-0.29,-0.58,1990-05-14
1352,권동진22K2B,46,40,38,9,5,1,1,0,8,4,4,0,1,0,0,16,0,1,0,.132,.154,.211,.364,.163,-12.6,-0.29,-0.26,1998-09-12
1353,오선우21KLF,9,16,15,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,.067,.125,.067,.192,.106,-57.0,-0.29,-0.32,1996-12-13
1354,양우현20삼2B,7,24,23,0,3,0,0,0,3,0,0,0,1,0,0,5,1,0,0,.130,.167,.130,.297,.148,-28.0,-0.30,-0.33,2000-04-13
1355,장운호21한RF,102,338,285,36,67,10,0,0,77,28,3,6,36,7,0,77,7,7,3,.235,.332,.270,.603,.295,71.0,-0.30,-1.65,1994-02-20
1356,오재원19두2B,98,204,177,30,29,8,1,3,48,18,6,2,25,0,0,50,3,2,0,.164,.267,.271,.539,.257,51.4,-0.30,-1.55,1985-02-09
1357,장지승21한RF,24,72,61,7,11,1,0,1,15,5,2,0,7,1,0,24,4,2,1,.180,.271,.246,.517,.249,40.1,-0.30,-0.70,1998-07-04
1358,이성곤19삼RF,13,28,28,1,5,3,0,0,8,0,0,0,0,0,0,6,0,0,0,.179,.179,.286,.464,.209,13.3,-0.30,-0.12,1992-03-25
1359,이병규22키1B,24,40,38,7,7,1,1,0,10,5,1,0,2,0,0,11,0,0,0,.184,.225,.263,.488,.228,32.1,-0.30,-0.21,1994-10-05
1360,이성곤22한1B,41,117,99,6,19,5,0,0,24,5,1,1,17,0,0,32,0,0,1,.192,.308,.242,.550,.273,64.0,-0.31,-0.47,1992-03-25
1361,김헌곤20삼RF,97,283,254,26,63,8,0,3,80,34,7,5,22,3,0,31,7,1,3,.248,.312,.315,.627,.295,67.7,-0.31,-1.15,1988-11-09
1362,전병우22키1B,115,231,197,14,40,7,0,5,62,21,0,0,17,7,0,68,5,9,1,.203,.288,.315,.603,.275,68.2,-0.31,-0.01,1992-10-24
1363,최항22SDH,15,24,20,0,2,0,0,0,2,1,0,0,2,1,0,7,0,0,1,.100,.208,.100,.308,.170,-8.9,-0.31,-0.24,1994-01-03
1364,정민규22한1B,9,24,23,3,3,0,0,0,3,0,0,0,0,1,0,11,0,0,0,.130,.167,.130,.297,.149,-21.7,-0.31,-0.14,2003-01-10
1365,김병희22K1B,41,85,74,8,15,2,0,1,20,6,0,3,7,3,0,26,2,0,1,.203,.294,.270,.564,.274,63.0,-0.31,-0.37,1990-12-06
1366,김성훈19삼2B,65,88,77,14,14,1,1,1,20,5,4,3,7,0,0,11,0,4,0,.182,.250,.260,.510,.233,31.0,-0.32,-0.22,1993-10-27
1367,홍현빈21KLF,43,12,11,8,2,0,0,0,2,0,0,1,0,0,0,8,0,1,0,.182,.182,.182,.364,.160,-24.0,-0.32,0.13,1997-08-29
1368,임종찬20한RF,52,119,108,5,25,5,0,1,33,12,0,1,9,1,0,38,2,1,0,.231,.297,.306,.602,.283,61.5,-0.33,-0.49,2001-09-28
1369,이성우19LC,54,74,64,2,10,3,0,0,13,6,0,0,4,3,0,11,2,3,0,.156,.239,.203,.443,.212,18.9,-0.33,-0.26,1981-09-01
1370,안권수20두RF,68,41,37,10,10,0,0,0,10,3,2,1,2,0,0,5,1,1,1,.270,.300,.270,.570,.265,48.2,-0.33,-0.21,1993-04-19
1371,정상호19LC,22,24,24,1,2,1,0,0,3,2,0,0,0,0,0,11,3,0,0,.083,.083,.125,.208,.094,-62.6,-0.33,-0.21,1982-12-24
1372,백용환21K한C,39,102,86,10,12,1,0,4,25,4,0,0,11,3,0,26,4,2,0,.140,.260,.291,.551,.262,47.7,-0.34,0.42,1989-03-20
1373,홍종표20K2B,40,88,80,7,20,3,0,0,23,7,0,2,4,0,0,13,1,3,1,.250,.282,.288,.570,.259,43.2,-0.34,-1.01,2000-05-02
1374,도태훈22N3B,90,163,139,18,30,7,0,2,43,13,0,0,13,1,0,23,5,7,3,.216,.282,.309,.591,.265,58.6,-0.34,-1.80,1993-03-18
1375,최정용20K2B,38,59,56,5,11,1,0,1,15,5,0,0,2,0,0,15,0,1,0,.196,.224,.268,.492,.224,19.9,-0.34,-0.04,1996-10-24
1376,이우성21KLF,65,100,85,12,17,5,0,0,22,4,2,1,13,0,0,17,2,1,1,.200,.303,.259,.562,.277,56.7,-0.34,-0.38,1994-07-17
1377,박승규20삼RF,91,196,182,24,47,11,0,1,61,14,4,5,7,3,0,32,4,4,0,.258,.297,.335,.632,.288,63.6,-0.34,-0.48,2000-09-02
1378,이해창19KC,30,43,40,0,5,0,0,0,5,0,0,0,2,1,0,11,0,0,0,.125,.186,.125,.311,.161,-17.8,-0.35,-0.89,1987-05-11
1379,박승규22삼CF,62,83,74,10,16,2,0,0,18,4,2,0,3,0,0,15,0,5,1,.216,.244,.243,.487,.217,24.6,-0.35,-0.67,2000-09-02
1380,김진형19N1B,11,23,20,2,3,1,0,0,4,2,0,0,0,0,0,4,1,1,2,.150,.136,.200,.336,.139,-32.3,-0.35,-0.35,1990-06-07
1381,김기환21NLF,62,149,140,19,29,7,2,3,49,13,15,4,8,0,0,45,1,1,0,.207,.250,.350,.600,.275,55.2,-0.35,-0.39,1995-08-25
1382,이원재21N1B,31,69,65,3,15,2,0,0,17,7,1,0,1,1,0,11,1,1,1,.231,.250,.262,.512,.241,34.8,-0.36,-0.56,1989-05-20
1383,남태혁20SDH,35,72,66,3,13,1,0,1,17,11,0,0,6,0,0,22,2,0,0,.197,.264,.258,.522,.250,37.4,-0.36,-0.38,1991-03-13
1384,송준석22삼RF,17,32,29,3,4,0,0,0,4,1,0,0,1,1,0,5,1,1,0,.138,.194,.138,.332,.164,-11.5,-0.36,-0.56,1994-05-04
1385,홍현빈20KLF,40,24,18,5,0,0,0,0,0,1,0,1,5,0,1,5,0,1,0,.000,.217,.000,.217,.128,-41.9,-0.36,-0.14,1997-08-29
1386,배성근22롯2B,22,41,39,3,5,1,0,0,6,0,0,0,2,0,0,12,3,0,0,.128,.171,.154,.325,.159,-16.5,-0.37,-0.70,1995-04-27
1387,최정용22K2B,30,23,22,5,2,0,0,0,2,0,0,0,0,0,0,6,0,1,0,.091,.091,.091,.182,.082,-67.7,-0.37,-0.37,1996-10-24
1388,최민재21롯LF,21,27,25,2,2,1,0,0,3,2,2,0,2,0,0,8,1,0,0,.080,.148,.120,.268,.139,-35.2,-0.37,-0.47,1994-01-08
1389,이재원20LRF,16,22,20,1,1,0,0,0,1,0,0,0,2,0,0,11,0,0,0,.050,.136,.050,.186,.109,-53.6,-0.37,-0.24,1999-07-17
1390,정진호19두RF,66,110,96,13,20,0,0,1,23,3,5,2,11,0,0,24,2,3,0,.208,.290,.240,.529,.254,47.1,-0.37,-1.24,1988-10-02
1391,이현석20SC,58,109,101,7,18,2,0,2,26,7,1,0,4,2,0,30,4,2,0,.178,.224,.257,.482,.222,18.2,-0.37,-0.55,1992-06-07
1392,허정협21키LF,28,51,45,4,7,0,0,0,7,2,0,0,6,0,0,10,1,0,0,.156,.255,.156,.411,.218,19.0,-0.37,0.11,1990-02-17
1393,이동훈21한CF,33,62,53,8,10,1,0,0,11,2,2,2,3,2,0,12,2,4,0,.189,.259,.208,.466,.221,21.5,-0.37,-0.51,1996-07-24
1394,윤형준22N1B,35,69,67,5,14,1,0,1,18,5,1,0,1,1,0,21,1,0,0,.209,.232,.269,.501,.234,38.4,-0.38,-0.70,1994-01-31
1395,박대온21NC,42,95,85,4,18,1,0,0,19,5,0,0,4,0,0,21,0,4,2,.212,.242,.224,.465,.216,18.3,-0.38,-0.60,1995-08-28
1396,김한별22NSS,24,23,21,0,2,0,0,0,2,0,0,1,0,0,0,6,0,2,0,.095,.095,.095,.191,.082,-66.8,-0.38,-0.39,2001-01-18
1397,김휘집21키3B,34,89,70,9,9,1,0,1,13,8,1,0,13,2,0,23,0,3,1,.129,.279,.186,.465,.238,33.6,-0.38,-0.48,2002-01-01
1398,정현19KS2B,27,44,37,3,3,0,0,0,3,2,1,1,6,0,0,16,1,0,1,.081,.205,.081,.286,.163,-15.9,-0.38,-0.39,1994-06-01
1399,이해승22삼SS,46,106,99,11,23,3,0,0,26,5,0,0,1,0,0,29,1,6,0,.232,.240,.263,.503,.222,28.3,-0.38,-0.34,2000-08-01
1400,김인환19한1B,18,46,42,1,9,1,0,0,10,2,0,0,2,0,0,9,0,0,2,.214,.239,.238,.477,.224,28.1,-0.38,-0.33,1994-01-28
1401,김지수21한RF,11,25,24,0,2,1,0,0,3,0,0,0,1,0,0,14,0,0,0,.083,.120,.125,.245,.121,-45.5,-0.38,-0.30,1996-10-29
